name,company_number,jurisdiction_code,search_company_type,search_company_name,search_company_jurisdiction_code,search_company_country_code,search_company_company_number,search_company_country_name
CSC LEASING CO.,434084-112,pr,controlling_entity,CSC Leasing Co.,us_va,US,02914794,United States of America
MAPCOMM LLC,433715-1512,pr,controlling_entity,MAPCOMM LLC,us_de,US,7500074,United States of America
HOPE METROPOLITAN COMMUNITY LLC,433347-1512,pr,controlling_entity,HOPE METROPOLITAN COMMUNITY LLC,us_de,US,7485775,United States of America
THOMPSON CONSTRUCTION GROUP INC.,432944-112,pr,controlling_entity,"THOMPSON CONSTRUCTION GROUP, INC.",us_sc,US,167593,United States of America
"SA CONSOLIDATED MANAGEMENT, LLC",432621-1512,pr,controlling_entity,"SA Consolidated Management, LLC",us_ak,US,10108585,United States of America
"GZA GEOENVIRONMENTAL, INC.",432248-112,pr,controlling_entity,"GZA GEOENVIRONMENTAL, INC.",us_ma,US,042393851,United States of America
"ANDREU, PALMA, LAVIN & SOLIS LLC",432018-1512,pr,controlling_entity,"ANDREU, PALMA, LAVIN & SOLIS, PLLC",us_fl,US,L07000106772,United States of America
SINFONICO MUSIC L.L.C.,431906-1512,pr,controlling_entity,"SINFONICO MUSIC, LLC",us_fl,US,L17000246208,United States of America
"TREASURY SERVICES GROUP, LLC",431150-1512,pr,controlling_entity,"TREASURY SERVICES GROUP, LLC",us_de,US,4946704,United States of America
SOCIEDAD MISIONERA GLOBAL INC.,430819-122,pr,controlling_entity,"SOCIEDAD MISIONERA GLOBAL, INC.",us_fl,US,N95000004207,United States of America
CMS FACILITIES MANAGEMENT SERVICES LLC,430561-1512,pr,controlling_entity,"CMS FACILITIES MANAGEMENT SERVICES, LLC",us_ny,US,3240954,United States of America
COLLIERS MORTGAGE LLC,430131-1512,pr,controlling_entity,DOUGHERTY MORTGAGE LLC,us_de,US,4108679,United States of America
HITACHI ENERGY USA INC.,429577-112,pr,controlling_entity,ABB ENTERPRISE SOFTWARE INC.,us_de,US,2756011,United States of America
PALOMAR INSURANCE CORPORATION,429157-112,pr,controlling_entity,Palomar Insurance Corporation,us_al,US,000-014-165,United States of America
TEAM TITLE L.L.C.,428849-1512,pr,controlling_entity,"TEAM TITLE, L.L.C.",us_la,US,35721084K,United States of America
"OPS TECH CONSULTING PR, LLC",428469-1512,pr,controlling_entity,"OPS TECH CONSULTING PR, LLC",us_wi,US,O035989,United States of America
"CARIS MPI, INC.",428102-112,pr,controlling_entity,"Caris MPI, Inc.",us_tx,US,0802774569,United States of America
PRADO VERDE ESTATES LLC,427994-1512,pr,controlling_entity,PRADO VERDE ESTATES LLC,us_de,US,7367901,United States of America
RIO HOUSING LLC,427483-1512,pr,controlling_entity,RIO HOUSING LLC,us_de,US,6828611,United States of America
"WIPRO GALLAGHER SOLUTIONS, LLC",427176-1512,pr,controlling_entity,"WIPRO GALLAGHER SOLUTIONS, LLC",us_fl,US,L18000079425,United States of America
"NEW PARADIGM UNDERWRITERS, LLC",426892-1512,pr,controlling_entity,"NEW PARADIGM UNDERWRITERS, LLC",us_fl,US,L13000025591,United States of America
DAGASA FIXTURES AND DISPLAYS INC.,426151-112,pr,controlling_entity,"DAGASA FIXTURES & DISPLAYS, INC.",us_fl,US,P98000021788,United States of America
GLOW NETWORKS INC.,425720-112,pr,controlling_entity,"GLOW NETWORKS, INC.",us_de,US,3141674,United States of America
W. G. YATES & SONS CONSTRUCTION COMPANY,425460-112,pr,controlling_entity,W. G. YATES & SONS CONSTRUCTION COMPANY,us_ms,US,108413,United States of America
"WARTSILA NORTH AMERICA, INC.",425153-112,pr,controlling_entity,"WARTSILA NORTH AMERICA, INC",us_md,US,D06030894,United States of America
BRAVO FAMILY FOUNDATION CORPORATION,424540-122,pr,controlling_entity,BRAVO FAMILY FOUNDATION,us_de,US,6617422,United States of America
"BAY DE LA WARR, LLC",424282-1512,pr,controlling_entity,"Bay De la Warr, LLC",us_wy,US,2018-000818454,United States of America
"GARMIN INTERNATIONAL, INC.",424098-112,pr,controlling_entity,"GARMIN INTERNATIONAL, INC.",us_ks,US,1749480,United States of America
"THE MICHAELS ORGANIZATION, LLC",423690-1512,pr,controlling_entity,"THE MICHAELS ORGANIZATION, LLC",us_nj,US,0400754508,United States of America
"UNIPAGOS-US, LLC",423429-1512,pr,controlling_entity,"UNIPAGOS-US, LLC",us_ca,US,201402810489,United States of America
SAFETY NETACCESS INC.,423161-112,pr,controlling_entity,"SAFETY NETACCESS, INC.",us_ma,US,000805440,United States of America
"INTEC BILLING, INC.",422697-112,pr,controlling_entity,"INTEC BILLING, INC.",us_de,US,2109080,United States of America
"JOHNSON BROS. CORPORATION, A SOUTHLAND COMPANY CORPORATION",422080-112,pr,controlling_entity,"Johnson Bros. Corporation, a Southland Company",us_tx,US,0801669604,United States of America
MARIE HOUSING OF DELAWARE INC.,421789-112,pr,controlling_entity,MARIE HOUSING OF DELAWARE INC.,us_de,US,6821835,United States of America
NAMASTE SOLUTIONS CORP CORPORATION,421400-112,pr,controlling_entity,NAMASTE SOLUTIONS CORP CORPORATION,us_fl,US,,United States of America
"PRO-TELLIGENT, LLC",421046-1512,pr,controlling_entity,"PRO-TELLIGENT, LLC",us_de,US,3155867,United States of America
"LANDIS+GYR TECHNOLOGY, INC.",420648-112,pr,controlling_entity,"LANDIS+GYR TECHNOLOGY, INC.",us_de,US,3832600,United States of America
L2 CAPITAL LLC,420203-1512,pr,controlling_entity,"L2 CAPITAL, LLC",us_ks,US,8478109,United States of America
"WYNDHAM CARIB DEVELOPMENT COMPANY II, LLC",420-1532,pr,controlling_entity,"WYNDHAM CARIB DEVELOPMENT COMPANY II, LLC",us_de,US,4314652,United States of America
"DH PACE COMPANY, INC.",419819-112,pr,controlling_entity,"D. H. PACE COMPANY, INC.",us_ks,US,7076862,United States of America
QUINTA DE LA PAZ LLC,419374-1512,pr,controlling_entity,QUINTA DE LA PAZ LLC,us_de,US,4398343,United States of America
"TDE PUERTO RICO, LLC",419162-1512,pr,controlling_entity,"TDE Puerto Rico, LLC",us_sc,US,940654,United States of America
"YARDI PAYMENTS, LLC",418739-1512,pr,controlling_entity,"YARDI PAYMENTS, LLC",us_ca,US,201809710036,United States of America
WTE LLC,418455-1512,pr,controlling_entity,WTE LLC,us_wy,US,,United States of America
VOYA INSTITUTIONAL PLAN SERVICES LLC,417893-1512,pr,controlling_entity,"VOYA INSTITUTIONAL PLAN SERVICES, LLC",us_de,US,3205036,United States of America
BAILEY SCARANO LLC,417428-1512,pr,controlling_entity,BAILEY SCARANO LLC,us_ct,US,1005013,United States of America
ASSOCIATION OF STATE AND TERRITORIAL HEALTH OFFICIALS CORPORATION,417240-122,pr,controlling_entity,ASSOCIATION OF STATE AND TERRITORIAL HEALTH OFFICIALS (THE),us_dc,US,EXTUID_2739475,United States of America
BGRS LLC,416953-1512,pr,controlling_entity,"BGRS, LLC",us_de,US,2909282,United States of America
RENAISSANCE GLOBAL SERVICES LLC,416555-1512,pr,controlling_entity,RENAISSANCE GLOBAL SERVICES LLC,us_nj,US,0450084998,United States of America
AXON ENTERPRISE INC.,416204-112,pr,controlling_entity,"AXON ENTERPRISE, INC.",us_de,US,3337819,United States of America
LIVE FOR BRIE FOUNDATION INC.,415815-122,pr,controlling_entity,"LIVE FOR BRIE FOUNDATION, INC.",us_fl,US,N18000009592,United States of America
"INTRADO IP COMMUNICATIONS, INC.",415348-112,pr,controlling_entity,"WEST IP COMMUNICATIONS, INC.",us_de,US,3936330,United States of America
CLEARY GOTTLIEB STEEN & HAMILTON LLP,414977-812,pr,controlling_entity,CLEARY GOTTLIEB STEEN & HAMILTON LLP,us_ny,US,3139434,United States of America
APTUM TECHNOLOGIES (USA) INC.,414700-112,pr,controlling_entity,APTUM TECHNOLOGIES (USA) INC.,us_wa,US,602253957,United States of America
AEROSTAR ENVIRONMENTAL AND CONSTRUCTION LLC,414393-1512,pr,controlling_entity,Aerostar Environmental and Construction LLC,us_ak,US,10076874,United States of America
EL MIRADOR LLC,413950-1512,pr,controlling_entity,EL MIRADOR LLC,us_ma,US,001340290,United States of America
EL REMANSO RESIDENTIAL COMPLEX LLC,413746-1512,pr,controlling_entity,EL REMANSO RESIDENTIAL COMPLEX LLC,us_de,US,7003287,United States of America
"INSITE TOWERS DEVELOPMENT 2, LLC",413193-1512,pr,controlling_entity,"INSITE TOWERS DEVELOPMENT 2, LLC",us_de,US,6180661,United States of America
"TRINET HR III, INC.",413059-112,pr,controlling_entity,"TRINET HR III, INC.",us_ca,US,2433344,United States of America
DOS RIOS FARM LLC,412870-1512,pr,controlling_entity,"DOS RIOS FARM, LLC",us_de,US,6967477,United States of America
"KNIPPERX, INC.",412683-112,pr,controlling_entity,KNIPPERX INC.,us_nj,US,0450127675,United States of America
ARM CLAIMS INCORPORATED,412342-112,pr,controlling_entity,ARM CLAIMS INCORPORATED,us_de,US,6953838,United States of America
BLOCKFI LENDING LLC,412013-1512,pr,controlling_entity,BLOCKFI LENDING LLC,us_de,US,6705272,United States of America
"SOLAMAR MANAGEMENT, LLC",411902-1512,pr,controlling_entity,"SOLAMAR MANAGEMENT, LLC",us_fl,US,L16000145809,United States of America
ROME FESTIVAL ORCHESTRA LTD INC.,411509-122,pr,controlling_entity,ROME FESTIVAL ORCHESTRA LTD INC.,us_md,US,,United States of America
"ALVAREZ & MARSAL NORTH AMERICA, LLC",411138-1512,pr,controlling_entity,"ALVAREZ & MARSAL NORTH AMERICA, LLC",us_de,US,3675831,United States of America
SIKA CORPORATION,410835-112,pr,controlling_entity,SIKA CORPORATION,us_nj,US,8199801000,United States of America
"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, LLC",410309-1512,pr,controlling_entity,"ROBERTSON, ANSCHUTZ, SCHNEID, CRANE & PARTNERS, PLLC",us_fl,US,L18000086067,United States of America
GLASSHOUSE PHARMACEUTICALS LLC,409986-1512,pr,controlling_entity,GLASSHOUSE PHARMACEUTICALS LLC,us_de,US,6329631,United States of America
"BLUE STREAK TECHNOLOGIES, LLC",409740-1512,pr,controlling_entity,"BLUE STREAK TECHNOLOGIES, LLC",us_la,US,35415357K,United States of America
CAPITAL PLUS FINANCIAL LLC,409222-1512,pr,controlling_entity,"Capital Plus Financial, LLC",us_tx,US,0802070406,United States of America
JOAS FUEGO DE YAVEH INC.,408837-122,pr,controlling_entity,JOAS FUEGO DE YAVEH INC.,us_fl,US,N19000006840,United States of America
"CDI MED, LLC",408549-1512,pr,controlling_entity,"CDI MED, LLC",us_fl,US,L14000032458,United States of America
WORLD CENTRAL KITCHEN CORPORATION,408256-122,pr,controlling_entity,WORLD CENTRAL KITCHEN CORPORATION,us_md,US,,United States of America
"MACRO, INC.",407793-112,pr,controlling_entity,"MACRO, INC.",us_la,US,30214120D,United States of America
STONECREST ADVISORS INCORPORATED,407232-112,pr,controlling_entity,"STONECREST ADVISORS, INC.",us_fl,US,P93000077726,United States of America
MIDATLANTIC ENGINEERING PARTNERS LLC,407141-1512,pr,controlling_entity,MIDATLANTIC ENGINEERING PARTNERS LLC,us_nj,US,0400374383,United States of America
DFS INTERNATIONAL D/B/A DISCOVER INTERNATIONAL INC.,406966-112,pr,controlling_entity,DFS INTERNATIONAL D/B/A DISCOVER INTERNATIONAL INC.,us_il,US,,United States of America
MCALLISTER & QUINN LLC,406232-1512,pr,controlling_entity,MCALLISTER AND QUINN LLC,us_dc,US,EXTUID_2877958,United States of America
HFMA: PUERTO RICO CHAPTER,406-122,pr,controlling_entity,HFMA: PUERTO RICO CHAPTER,us_il,US,CORP_65522241,United States of America
"HEALTHPLAN SERVICES, INC.",405582-112,pr,controlling_entity,"HEALTHPLAN SERVICES, INC.",us_fl,US,406663,United States of America
GP STRATEGIES CORPORATION,405175-112,pr,controlling_entity,GP STRATEGIES CORPORATION,us_de,US,,United States of America
"CAYO LARGO LAND E, LLC",405-1532,pr,controlling_entity,"CAYO LARGO LAND E, LLC",us_de,US,4340087,United States of America
CAL-TEX PROTECTIVE COATINGS INCORPORATED,404642-112,pr,controlling_entity,"CAL-TEX PROTECTIVE COATINGS, INCORPORATED",us_tx,US,0067660800,United States of America
SPECTRA QEST AMERICA CORP.,404283-112,pr,controlling_entity,SPECTRA QEST AMERICA CORP.,us_nv,US,E0682452005-6,United States of America
"CAYO LARGO LAND D, LLC",404-1532,pr,controlling_entity,"CAYO LARGO LAND D, LLC",us_de,US,4340085,United States of America
AUTOMATED CONTROL & POWER LLC,403670-1512,pr,controlling_entity,AUTOMATED CONTROL & POWER LLC,us_la,US,,United States of America
"TOWER INSPECTION, INC.",403463-112,pr,controlling_entity,"TOWER INSPECTION, INC.",us_ok,US,1900175631,United States of America
"SAFETY-KLEEN ENVIROSYSTEMS COMPANY OF PUERTO RICO, INC.",4032-112,pr,controlling_entity,"SAFETY-KLEEN ENVIROSYSTEMS COMPANY OF PUERTO RICO, INC.",us_in,US,197208-531,United States of America
WEST MARINE PRODUCTS INC.,402851-112,pr,controlling_entity,"WEST MARINE PRODUCTS, INC.",us_ca,US,0803061,United States of America
INTERNATIONAL MEDICAL CORP.,402524-122,pr,controlling_entity,IMC/MEDTRONIC,us_ca,US,1262337,United States of America
"FILSINGER ENERGY PARTNERS, INC.",402399-112,pr,controlling_entity,"Filsinger Energy Partners, Inc.",us_co,US,20101278939,United States of America
"NORTH18, LLC",402163-1512,pr,controlling_entity,"NORTH18, LLC",us_md,US,W18234278,United States of America
"CAYO LARGO LAND B, LLC",402-1532,pr,controlling_entity,"CAYO LARGO LAND B, LLC",us_de,US,4340076,United States of America
"MICHAUD, COOLEY, ERICKSON & ASSOCIATES, LLC",401685-112,pr,controlling_entity,"Michaud, Cooley, Erickson & Associates, Inc.",us_mn,US,122a0ddf-a2d4-e011-a886-001ec94ffe7f,United States of America
"AMERICARES FOUNDATION, INC.",401503-122,pr,controlling_entity,"AMERICARES FOUNDATION, INC.",us_ct,US,0095105,United States of America
"DEBRISTECH, LLC",401327-1512,pr,controlling_entity,"Debristech, LLC",us_ms,US,970642,United States of America
"BLACKBURN TECHNOLOGIES II, LLC",401172-1512,pr,controlling_entity,"BLACKBURN TECHNOLOGIES II, LLC",us_de,US,6453126,United States of America
"RIMKUS CONSULTING GROUP, INC.",400989-112,pr,controlling_entity,"RIMKUS CONSULTING GROUP, INC.",us_tx,US,0074961300,United States of America
"PCC SUB-CDE IX, LLC",400867-1512,pr,controlling_entity,"PCC SUB-CDE IX, LLC",us_de,US,6542484,United States of America
"PIKE PUERTO RICO, INC.",400761-112,pr,controlling_entity,"Pike Puerto Rico, Inc.",us_nc,US,1365982,United States of America
FAMILY ENVIRONMENTAL COMPLIANCE SERVICES INC CORPORATION,400546-112,pr,controlling_entity,FAMILY ENVIRONMENTAL COMPLIANCE SERVICES INC CORPORATION,us_co,US,,United States of America
INPWR INC.,400394-112,pr,controlling_entity,"INPWR, INC.",us_in,US,2005081100647,United States of America
"CHANEL, INC.",400002-112,pr,controlling_entity,"CHANEL, INC.",us_ny,US,108910,United States of America
"P.D.S. CONSULTANTS, INC.",399413-112,pr,controlling_entity,"P.D.S. CONSULTANTS, INC.",us_ny,US,1653367,United States of America
"CONDADO 6, LLC",399230-1512,pr,controlling_entity,"CONDADO 6, LLC",us_de,US,6493505,United States of America
NAKY TECHNOLOGIES L.L.C.,398870-1512,pr,controlling_entity,"NAKY TECHNOLOGIES, LLC",us_fl,US,L09000084059,United States of America
HOLLAND & KNIGHT LLP,398190-812,pr,controlling_entity,HOLLAND & KNIGHT LLP,us_fl,US,,United States of America
"ARONA PR, LLC",397828-1512,pr,controlling_entity,"ARONA PR, LLC",us_ia,US,548881,United States of America
JUDIBANA ENTERTAINMENT LLC,397069-1512,pr,controlling_entity,JUDIBANA ENTERTAINMENT LLC,us_fl,US,L16000159120,United States of America
VENSURE HR INC.,396192-112,pr,controlling_entity,"VENSURE HR, INC.",us_az,US,11069665,United States of America
"OSAIC INSTITUTIONS, INC.",395419-112,pr,controlling_entity,"OSAIC INSTITUTIONS, INC.",us_ct,US,0284506,United States of America
SIENTRA INC.,395047-112,pr,controlling_entity,"SIENTRA, INC.",us_de,US,3698337,United States of America
"VERTICAL BRIDGE ENGINEERING, LLC",394449-1512,pr,controlling_entity,"VERTICAL BRIDGE ENGINEERING, LLC",us_de,US,5593360,United States of America
COMMONFONT LLC,393990-1512,pr,controlling_entity,"COMMONFONT, LLC",us_mt,US,C243213,United States of America
NS4ED LLC,393764-1512,pr,controlling_entity,NS4ED LLC,us_tn,US,000718928,United States of America
"UNIVERSAL ACCOUNT SERVICING, LLC",393115-1512,pr,controlling_entity,"UNIVERSAL ACCOUNT SERVICING, LLC",us_de,US,3890180,United States of America
"PC SIERRA BAYAMON, LLC",392596-1512,pr,controlling_entity,"PC SIERRA BAYAMON, LLC",us_de,US,6332024,United States of America
"INTERNATIONAL COOLING TOWER USA, INC.",391373-112,pr,controlling_entity,"INTERNATIONAL COOLING TOWER USA, INC.",us_az,US,05206284,United States of America
"U. S. WICK DRAIN, INC.",390744-112,pr,controlling_entity,"USW-Menard, Inc.",us_nc,US,0325211,United States of America
THERAP SERVICES LLC,390035-1512,pr,controlling_entity,"THERAP SERVICES, LLC",us_ct,US,0766241,United States of America
BARRI MONEY SERVICES LLC,389745-1512,pr,controlling_entity,"Barri Money Services, LLC",us_tx,US,0801323421,United States of America
COMANCO INTERNATIONAL CORPORATION,389293-112,pr,controlling_entity,COMANCO INTERNATIONAL CORPORATION,us_fl,US,P16000072171,United States of America
"YAPSTONE, INC.",388875-112,pr,controlling_entity,"YAPSTONE, INC.",us_de,US,6016895,United States of America
"NEWELL PUERTO RICO, LTD.",3882-112,pr,controlling_entity,"NEWELL PUERTO RICO, LTD.",us_de,US,738102,United States of America
16 POINTS LLC,387231-1512,pr,controlling_entity,DOGWOOD SECURITIES LLC,us_ny,US,,United States of America
HOMYN ENTERPRISES CORPORATION,386803-112,pr,controlling_entity,HOMYN ENTERPRISES CORP.,us_fl,US,P97000045198,United States of America
CANGREJOS LLC,386595-1512,pr,controlling_entity,CANGREJOS LLC,us_ma,US,001247566,United States of America
G-FORCE BRANDS LLC,386186-1512,pr,controlling_entity,"G-FORCE BRANDS, LLC",us_ny,US,3785742,United States of America
SJM PROPERTIES LLC,385980-1512,pr,controlling_entity,SJM PROPERTIES LLC,us_de,US,6147071,United States of America
"CAGUAS, P.R., COMMERCIAL PROPERTIES DEVELOPMENT CORPORATION",3844-112,pr,controlling_entity,"CAGUAS, P. R., COMMERCIAL PROPERTIES DEVELOPMENT CORPORATION",us_de,US,777321,United States of America
"SPECTROTEL, INC.",383859-112,pr,controlling_entity,"SPECTROTEL, INC.",us_de,US,3185104,United States of America
"CLOVIS ONCOLOGY, INC.",383590-112,pr,controlling_entity,"CLOVIS ONCOOGY, INC.",us_de,US,,United States of America
"SIEMENS GAMESA RENEWABLE ENERGY, INC.",383102-112,pr,controlling_entity,"SIEMENS GAMESA RENEWABLE ENERGY, INC.",us_de,US,6095638,United States of America
SABANA VILLAGE ASSOCIATES CORP.,381671-112,pr,controlling_entity,SABANA VILLAGE ASSOCIATES CORP.,us_de,US,6127286,United States of America
DYCEM CORPORATION,381308-112,pr,controlling_entity,DYCEM CORPORATION,us_de,US,6008527,United States of America
PUERTO RICO CARIBE LESSEE LLC,378565-1512,pr,controlling_entity,PUETO RICO CARIBE LESSEE LLC,us_de,US,,United States of America
"UNIVERSIDAD DE LOS PUEBLOS DE LAS AMERICAS, PEOPLE UNIVERSITY OF THE AMERICAS, INC.",378-122,pr,controlling_entity,"UNIVERSIDAD DE LOS PUEBLOS DE LAS AMERICAS, PEOPLE UNIVERSITY OF THE AMERICAS, INC.",us_fl,US,,United States of America
"HALSTED FINANCIAL SERVICES, LLC",374816-1512,pr,controlling_entity,"HALSTED FINANCIAL SERVICES, LLC",us_il,US,LLC_02536234,United States of America
VIRTUAL EDUCA FOUNDATION INC.,373782-122,pr,controlling_entity,Virtual Educa Foundation,us_dc,US,EXTUID_4147393,United States of America
"BAKER COLLEGE PROFESSIONAL SERVICES, INC.",373361-122,pr,controlling_entity,BAKER COLLEGE PROFESSIONAL SERVICES INC INC.,us_mi,US,,United States of America
RIO PLATA HOUSING MANAGER CORP.,373059-112,pr,controlling_entity,RIO PLATA HOUSING MANAGER CORP.,us_de,US,6032551,United States of America
"KEMIRA WATER SOLUTIONS, INC.",372422-112,pr,controlling_entity,"KEMIRA WATER SOLUTIONS, INC.",us_de,US,3258087,United States of America
TEMPLO YORUBA OMISAYDE CORPORATION,372203-122,pr,controlling_entity,TEMPLO YORUBA OMISAYDE CORPORATION,us_fl,US,,United States of America
