grantee,registration_index,corp_name,status_es,match_type
Caribbean Tanks Technologies Corp.,103241-111,"CARIBBEAN TANK TECHNOLOGIES, CORP.",ACTIVA,search_aprobado
Atento de Puerto Rico,105859-111,"ATENTO DE PUERTO RICO, INC.",ACTIVA,search_aprobado
"CELESTICA DE PUERTO RICO, INC. / (FORMERLY, MSL DE PUERTO RICO, INC.)",114352-111,"CELESTICA DE PUERTO RICO, INC.",DISUELTA,search_aprobado
"GRUPO NOVUS, INC",144615-111,"GRUPO NOVUS , INC",ACTIVA,search_aprobado
"AMERICAN METAL & ELECTRICAL EQUIPMENT, INC",49904-111,"AMERICAN METAL AND ELECTRICAL EQUIPMENT, CORP.",ACTIVA,search_aprobado
GREEN ROAD STUDIO  LLC,363810-1511,GREEN ROAD STUDIO LLC,ACTIVA,search_aprobado
GLOBAL-TEK-MANUFACTURING LLC,364535-1511,GLOBAL-TEK MANUFACTURING LLC,ACTIVA,search_aprobado
"PUERTO RICO STORAGE AND DISTRIBUTION, INC.",71588-111,PUERTO RICO STORAGE & DISTRIBUTION INC.,ACTIVA,search_aprobado
HC Wooden Pallets Inc.,103317-111,"HECTOR CARO WOODEN PALLETS, INC",DISUELTA,search_aprobado
SENSE SOFTWARE INTERNATIONAL,104889-111,SENSE SOFTWARE INTERNATIONAL CORP.,DISUELTA,search_aprobado
MAIN PLACE DEVELOPMENT,27138-111,MAIN PLACE DEVELOPMENT CORPORATION,ACTIVA,search_aprobado
MFG tech Group Puerto Rico Inc.,7990-112,"(MFG)  TECH GROUP PUERTO RICO, INC.",CANCELADA,search_aprobado
"Mfg Tech Group Puerto Rico, Inc.",7990-112,"(MFG)  TECH GROUP PUERTO RICO, INC.",CANCELADA,search_aprobado
Avotus Corp of the Americas,87130-111,AVOTUS CORPORATION OF THE AMERICAS,DISUELTA,search_aprobado
"BC International Advisors, LLC/Bellocampo Development LLC",2041-1531,"BC INTERNATIONAL ADVISORS, LLC",CANCELADA,search_aprobado
"Cristalería y Rótulos Vicas, Inc.",111892-111,"CRISTALERIA Y ROTULOS VIVAS, INC.",CANCELADA,search_aprobado
LILLY DEL CARIBE,10137-112,"LILLY DEL CARIBE, INC.",ACTIVA,search_aprobado
INDUSTRIAL METAL & CONTROL,176599-111,"INDUSTRIAL METAL & CONTROL, INC.",ACTIVA,search_aprobado
"Empresas Manufacturera, Inc.",111301-111,"EMPRESA MANUFACTURERA, INC.",DISUELTA,search_aprobado
Villalba Canning Company Inc.,164347-1011,VILLALBA CANNING COMPANYCORP.,CANCELADA,search_aprobado
RRT Distributor Corporation,136682-1011,RRT DISTRIBUTORS L.L.C.,ACTIVA,search_aprobado
"BODEGAS ESPAÑOLAS ARGENTINAS, CORP.",405226-1511,BODEGAS ARGENTINAS LLC,ACTIVA,search_aprobado
The Little Tower Industrial Park Corp,139934-111,"THE LITTLE TOWER INDUSTRIAL PARK, INC.",ACTIVA,search_aprobado
Olimac Manufacturing Corp,34176-111,OLIMAC MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Crossco Manufacturing Corporation,27018-111,CROSSCO MANUFACTURING CORP.,ACTIVA,search_aprobado
CROSSCO MANUFACTURING CORPORATION,27018-111,CROSSCO MANUFACTURING CORP.,ACTIVA,search_aprobado
Gulbrandsen Puerto Rico ,127117-111,"GULBRANDSEN PUERTO RICO, INC.",ACTIVA,search_aprobado
"Google Puerto Rico, LLC",199582-111,GOOGLE PUERTO RICO INC.,DISUELTA,search_aprobado
VIP INTERNATIONAL MANAGEMENT PROPERTIES INC,188505-111,"VIP INTERNATIONAL PROPERTIES MANAGEMENT, INC.",ACTIVA,search_aprobado
Airport Shoppes Corporation,65697-111,"AIRPORT SHOPPES, CORP.",ACTIVA,search_aprobado
"Elektro Steel, Corp.",67853-111,ELEKTRO - STEEL CORPORATION,ACTIVA,search_aprobado
"WEIL GROUP, INC.
",89165-111,"WEIL GROUP, INC.",ACTIVA,search_aprobado
"TRAFON GROUP, INC. (FORMERLY KNOWN AS ENCINAL, INC.)",107193-111,"TRAFON GROUP, INC",ACTIVA,search_aprobado
"Title Support Services, Inc.",132372-111,"TITLE SUPPORTS SERVICES, INC.",CANCELADA,search_aprobado
INTERNATIONAL AIREKO CONSTRUCTION MANAGEMENT INC.,188607-111,INTERNATIONAL AIREKO CONSTRUCTION MANAGEMENT LLC,ACTIVA,search_aprobado
MATOSANTOS COMMERCIAL CORP.,1411-111,MATOSANTOS COMMERCIAL CORPORATION,ACTIVA,search_aprobado
MATOSANTOS COMMERCIAL CORP,1411-111,MATOSANTOS COMMERCIAL CORPORATION,ACTIVA,search_aprobado
"PUERTO RICO HYDRAULLIC SUPPLY, INC.",138031-111,"PUERTO RICO HYDRAULIC SUPPLY, INC.",ACTIVA,search_aprobado
Flepak Investment Inc.,133151-111,"FLEPAK INVESTMENTS, INC.",DISUELTA,search_aprobado
COMERCIAL LA PINO,38028-111,"COMERCIAL LA PINO, INC.",ACTIVA,search_aprobado
"COOPER VISION CARIBBEAN, CORP. (ANTES) OCULAR SCIENCE P.R., INC.",3475-112,"COOPER VISION P.R., INC.",CANCELADA,search_aprobado
KNOLL BV DBA BASF PHARMACEUTICALS,6799-112,KNOLL PHARMACEUTICAL COMPANY,CANCELADA,search_aprobado
"Master MIx de Puerto Rico, Inc.",4880-111,"MASTER MIX OF PUERTO RICO, INC.",CONVERSIÓN,search_aprobado
PROVIMI DE PUERTO RICO,23006-111,"PROVIMI DE PUERTO RICO, INC.",ACTIVA,search_aprobado
Helvetia del Caribe Inc.,63391-111,"HELVETIA DEL CARIBE, LLC",ACTIVA,search_aprobado
"HELVETIA DEL CARIBE, INC.",63391-111,"HELVETIA DEL CARIBE, LLC",ACTIVA,search_aprobado
All Metal Equipment Container of P.R. Corp.,117147-111,ALL METAL EQUIPMENT CONTAINERS OF P.R. CORP. (AMECPR),ACTIVA,search_aprobado
CASTELL EXPORT CORP,66632-111,CASTELL EXPORT CORPORATION,ACTIVA,search_aprobado
"TOOL MAKER, INC.",71804-111,"TOOL MAKERS, INC.",ACTIVA,search_aprobado
Combe Products,140399-111,"COMBE PRODUCTS, INC.",ACTIVA,search_aprobado
The Outdoor Footwear,6067-112,THE OUTDOOR FOOTWEAR COMPANY,CANCELADA,search_aprobado
"PUERTO RICO PROSTHETICS MFG., CORP.",83129-111,"C.P.O. PROSTHETIC - MODERN PROSTHETIC MFG, INC.",CANCELADA,search_aprobado
BORINQUEN MACARONI CORPORATION,13738-111,BORINQUEN MACARONI CORP.,CANCELADA,search_aprobado
"CHECKPOINT  CARIBBEAN, LTD",13563-112,CHECKPOINT CARIBBEAN LTD.,CANCELADA,search_aprobado
Stelko Electrical,30853-111,"STELKO ELECTRICAL PRODUCTS, INC.",ACTIVA,search_aprobado
"COOLING SYSTEMS CARIBE, INC.",77245-111,"COOLING SYSTEMS-CARIBE, INC.",ACTIVA,search_aprobado
"Starcom Puerto Rico, Inc. ",99906-111,"STARCOM PUERTO RICO,INC.",CANCELADA,search_aprobado
SMILE WHOLESALE INC,139630-111,"SMILE WHOLESALES, INC.",ACTIVA,search_aprobado
West Indian Products Corpo,14764-111,WEST INDIAN PRODUCTS CORPORATION,ACTIVA,search_aprobado
ADM Alliance Nutrition of PR ,325-1531,"ADM ALLIANCE NUTRITION OF PUERTO RICO, LLC",ACTIVA,search_aprobado
Phoenix Cable LTD,72773-111,"PHOENIX CABLE LTD, INC.,",ACTIVA,search_aprobado
COMPUTER INTEGRATION IF QUAIITY ASSURANCE INC,91925-111,COMPUTER INTEGRATION OF QUALITY ASSURANCE INC.,ACTIVA,search_aprobado
ESCO MANUFACTURERS INC,78856-111,"ESCO MANUFACTURING, INC.",ACTIVA,search_aprobado
Mobile Paint caribbean,6583-112,"MOBILE PAINT CARIBBEAN, INC.",ACTIVA,search_aprobado
COPEQ INDUSTRIAL CORPORATION,104763-111,COPEQ INDUSTRIAL CORP.,CANCELADA,search_aprobado
Rod Ben Int Corp,19547-111,"ROD-BEN CONSTRUCTION, INC.",CANCELADA,search_aprobado
Gurabo Aluminum Sales ,110518-111,GURABO ALUMINUM SALES CORP.,CANCELADA,search_aprobado
New Era Compounding,424357-111,NEW ERA COMPOUNDING LLC,ACTIVA,search_aprobado
General Coatings Products Corp,84147-111,"GENERAL COATING PRODUCTS, CORP.",ACTIVA,search_aprobado
HIPOLITO ROSA HERNANDEZ,63270-111,"HOJALATERIA HIPOLITO ROSA, INC.",ACTIVA,search_aprobado
Verticolor Manufacturing Corp,101953-111,VERTICOLOR MANUFACTURING CORPORATION,ACTIVA,search_aprobado
VERTICOLOR MANUFACTURING CORP,101953-111,VERTICOLOR MANUFACTURING CORPORATION,ACTIVA,search_aprobado
"HENKEL PUERTO RICO, INC. (LOCTITE PUERTO RICO)",2240-112,"HENKEL PUERTO RICO, INC.",ACTIVA,search_aprobado
Malecón Warehouse Inc.,14259-111,"MALECON WAREHOUSE COMPANY, INC.",ACTIVA,search_aprobado
HI-TEC BRAKES MFG CO.,68553-111,"HI-TEC BRAKE MANUFACTURING CO., INC.",ACTIVA,search_aprobado
FRENDA  CORPORATION,128983-111,FRENDA CORPORATION,ACTIVA,search_aprobado
DISTECH CORPORATION,333951-111,DISTECH  CORPORATION,ACTIVA,search_aprobado
Pro Windoors & Doors Mfg,131806-1011,"PRO WINDOWS & DOORS MFG, INC.",ACTIVA,search_aprobado
La Paleteria L L C ,340453-1511,LA PALETERIA L.L.C.,ACTIVA,search_aprobado
The Battery Recycling Company,87584-111,"THE BATTERY RECYCLING CO., INC.",CANCELADA,search_aprobado
MENTOR TECHNICAL GROUP,115236-111,MENTOR TECHNICAL GROUP CORP.,ACTIVA,search_aprobado
Delta Packaging Co,55910-111,DELTA PACKAGING CO. INC.,CANCELADA,search_aprobado
Unlimited Diesel Supply,314673-111,"UNLIMITED DIESEL SUPPLY, CORP.",ACTIVA,search_aprobado
"EL DIA , INC./GFR Media LLC",3688-1531,"GFR MEDIA, LLC",ACTIVA,search_aprobado
Rosa Aluminum Manufacturing INC,96264-111,ROSA ALUMINUM MANUFACTURING CORPORATION,ACTIVA,search_aprobado
MASTER PAINTS & CHEMICAL CORP.,110227-111,MASTER PAINTS & CHEMICAL CORPORATION,ACTIVA,search_aprobado
"Master Paints & Chemicals, Corp.",110227-111,MASTER PAINTS & CHEMICAL CORPORATION,ACTIVA,search_aprobado
Holsum de Puerto Rico Inc.,102542-111,"HOLSUM DE PUERTO RICO, INC .",ACTIVA,search_aprobado
"HOLSUM DE PUERTO RICO, INC.",102542-111,"HOLSUM DE PUERTO RICO, INC .",ACTIVA,search_aprobado
Tropicolor Manufacturing,16902-111,"TROPICOLOR MANUFACTURING COMPANY, INC.",CANCELADA,search_aprobado
GRAPHIC PRINT & DESIGN CORP.,92023-111,GRAPHIC PRINT & DESIGN CORPORATION,ACTIVA,search_aprobado
"JCS WORLDWIDE PROCESSING SYSTEMS, INC.",132932-111,"JCS WORLWIDE PROCESSING SYSTEMS, INC.",CANCELADA,search_aprobado
CLASSIC INDUSTRIES OF PUERTO RICO,128094-111,"CLASSIC INDUSTRIES OF PUERTO RICO, INC.",CANCELADA,search_aprobado
FMC Distributors Inc.,90905-111,"FMC DISTRIBUTORS,INC.",CANCELADA,search_aprobado
MJ Prisma Inc.,171542-1011,"MJ PRISMA, CORP.",CANCELADA,search_aprobado
"MULTICULTURAL CAPITAL, LLC",2389-1531,"MULTICULTURAL CAPITAL , LLC",ACTIVA,search_aprobado
"HI - TECH PROSTHETIC, INC.",118320-111,HI-TECH PROSTHETIC INC.,ACTIVA,search_aprobado
MAGNA MANUFACTURING,93531-111,"MAGNA MANUFACTURING, INC.",ACTIVA,search_aprobado
"CLAIMS SOFTWARE DEVELOPMENT, INC",177521-111,CLAIMS SOFTWARE DEVELOPMENT CORP.,ACTIVA,search_aprobado
Harris Paint corp,188644-111,PAINTING BY HARRY'S INC.,CANCELADA,search_aprobado
BAXTER HEALTHCARE S.A,2519-112,BAXTER HEALTHCARE CORPORATION,ACTIVA,search_aprobado
Gabinetes Rodríguez,62590-111,"GABINETES RODRIGUEZ, INC.",ACTIVA,search_aprobado
MICROSOFT PUERTO RICO,7972-112,"MICROSOFT PUERTO RICO,  INC",DISUELTA,search_aprobado
Caribbean Sign Supplies,83888-111,"CARIBBEAN SIGN SUPPLY, INC.",ACTIVA,search_aprobado
TELEVICENTRO DE PUERTO RICO LLC,109-1532,"TELEVICENTRO OF PUERTO RICO, LLC",ACTIVA,search_aprobado
RCM Technologies USA Inc.,13185-112,"RCM TECHNOLOGIES, INC.",ACTIVA,search_aprobado
PRODUCTION ADVISORY SERVICES OF PUERTO RICO,154347-111,"PRODUCTION ADVISORY SERVICES OF PUERTO RICO, INC.",DISUELTA,search_aprobado
PF Palos Export Inc.,123463-111,"P.F.PALOS EXPORT, INC.",DISUELTA,search_aprobado
"Pharma Software Development, Inc. ",363747-111,PHARMA SOFTWARE DEVELOPMENT LLC,ACTIVA,search_aprobado
ALC Industrial Development Corp,4446-111,ALC INDUSTRIAL DEVELOPMENTS LLC,ACTIVA,search_aprobado
"JACK PACKAGING, INC.",28082-111,JACK PACKAGING CORP.,ACTIVA,search_aprobado
"R&V Aluminum Mfg, Inc.",138093-111,"R. & V. ALUMINUM MFG, INC.",ACTIVA,search_aprobado
"R.V. ALUMINUM, MFG., INC.",138093-111,"R. & V. ALUMINUM MFG, INC.",ACTIVA,search_aprobado
"Andamio productions/ARCO PUBLICIDAD, CORP.",105572-111,ARCO PUBLICIDAD LLC,ACTIVA,search_aprobado
Tradewind Foods Corporation,63272-111,"TRADEWIND FOODS, INC.",ACTIVA,search_aprobado
"Carolina Catering Corp, Airport Catering Services, Inc.",58715-111,AIRPORT CATERING SERVICES CORPORATION,ACTIVA,search_aprobado
PATHEON P.R. INC. (FORMERLY KNOWN AS MOVA PHARMACEUTICAL) / CEPH INTERNATIONAL CORP.,100181-111,CEPH INTERNATIONAL CORPORATION,ACTIVA,search_aprobado
Destileria Cruz Corp.,303079-1011,DESTILERIA CRUZ CORPORATION,ACTIVA,search_aprobado
KARLA FURNITURE MANUFACTURING INC,111953-111,KARLA FURNITURE MFG. INC.,ACTIVA,search_aprobado
"Karla Furniture Manufacturing, Inc.",111953-111,KARLA FURNITURE MFG. INC.,ACTIVA,search_aprobado
"CCL INSERTCO DE PUERTO RICO, INC.",105950-111,CCL OF PUERTO RICO INC,CANCELADA,search_aprobado
BLACKPOINT MANAGEMENT LLC,2298-1531,BLACKPOINT MANAGEMENT  LLC,DISUELTA,search_aprobado
NUTRI CARIBE IN / CORTÉS HERMANOS LLC,34838-111,"NUTRI-CARIBE, INC.",FUSIONADA,search_aprobado
NEODECK HOLDINGS CORP,198009-111,NEODECK HOLDINGS LLC,ACTIVA,search_aprobado
Puerto Rico Freight Systems Inc.,59195-111,"PUERTO RICO FREIGHT SYSTEM, INC.",DISUELTA,search_aprobado
ACRECENT FINANCIAL CORPORATION,136954-111,ACRECENT FINANCIAL LLC,ACTIVA,search_aprobado
INTERNET VISION DEVELOPMENT CORP,135504-111,"INTERNET VISION DEVELOPMENT (INVID),CORP.",CONVERSIÓN,search_aprobado
EDWIN D. MARTINEZ MELENDEZ Y ESPOSA MARIA ELENA TORRES BRULL,1745-111,"BRULL & CO., INC.",CANCELADA,search_aprobado
Jostra Bentley,114039-111,"JOSTRA, INC.",ACTIVA,search_aprobado
"PRINTECH,IINC.",76984-111,"PRINTECH, INC.",ACTIVA,search_aprobado
Biogen SAS / Bioapi SAS,383525-113,BIOAPI S.A.S.,ACTIVA,search_aprobado
"EDELCAR,INC.",34438-111,"EDELCAR, INC.",ACTIVA,search_aprobado
"PERFECSEAL INTERNATIONAL DE PUERTO RICO, INC.",10211-112,"PERFECSEAL, INC.",CANCELADA,search_aprobado
"Indexa, Inc.
",145077-111,"INDEXA, INC.",ACTIVA,search_aprobado
Legacy Pharmaceuticals Puerto Rico,24-1532,"LEGACY PHARMACEUTICALS PUERTO RICO, LLC",CANCELADA,search_aprobado
LAMBDA OPERATIONS CORPORATION,10049-112,LAMBDA OPERATIONS CORP,CANCELADA,search_aprobado
CENTENNIAL WIRELESS PCS OPERATIONS CORP,9724-112,"WIRELESS PCS, INC.",CANCELADA,search_aprobado
Puerto Rico Telephone Company DBA Claro,102198-111,"PUERTO RICO TELEPHONE COMPANY, INC.",ACTIVA,search_aprobado
"TURABO INDUSTRIAL PARK, INC.",91338-111,TURABO INDUSTRIAL PARK LLC,ACTIVA,search_aprobado
Turabo Industrial Park Inc.,91338-111,TURABO INDUSTRIAL PARK LLC,ACTIVA,search_aprobado
Specialty Paper Bag Corp,45886-111,"SPECIALTY PAPER BAG CORPORATION OF PUERTO RICO, INC.",DISUELTA,search_aprobado
Martin Rodríguez Carrasquillo,464425-111,RODRIGUEZ & CARRASQUILLO INC.,ACTIVA,search_aprobado
Fideicomiso Hernández Castrodad,15884-121,"FUNDACION HERNANDEZ CASTRODAD, INC.",ACTIVA,search_aprobado
Fideicomiso Hernandez Castrodad,15884-121,"FUNDACION HERNANDEZ CASTRODAD, INC.",ACTIVA,search_aprobado
"Alfa Recording,Inc",53936-111,"ALFA RECORDINGS, INC.",ACTIVA,search_aprobado
"TNT LOGISTICS PUERTO RICO, INC.",491430-1511,TNT LOGISTICS LLC,ACTIVA,search_aprobado
BERGERAC INVESTMENT CORP.,135729-1011,BERGERAC INVESTMENTS CORPORATION,CANCELADA,search_aprobado
Protecto Manufacturing Corp,33555-111,PROTECTO MANUFACTURING CORPORATION,ACTIVA,search_aprobado
"Protecto Manufacturing, Corp.",33555-111,PROTECTO MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Aluminum & Metal Services Corp.,93437-111,ALUMINUM AND METAL SERVICES CORP.,ACTIVA,search_aprobado
Subtechnologies of Puerto Rico,286-811,SUBTECHNOLOGIES PUERTO RICO LLP,EXPIRADA,search_aprobado
Advanced Drainage Systems of PR Inc.,147448-111,ADVANCED DRAINAGE SYSTEMS OF PUERTO RICO LLC,DISUELTA,search_aprobado
Víctor Manuel García Pérez,334489-1011,"VICTOR PEREZ,  INC.",ACTIVA,search_aprobado
Victor M Garcia Pérez,334489-1011,"VICTOR PEREZ,  INC.",ACTIVA,search_aprobado
"JSS INVESTMENT, LLC",2219-1531,"JSS INVESTMENTS, LLC",ACTIVA,search_aprobado
"WALLACE INTERNATIONAL DE PUERTO RICO, INC.",6566-112,WALLACE INTERNATIONAL DE P.R. INC.,CANCELADA,search_aprobado
"ENERGY SOLAR PRODUCTS , INC",47272-111,"ENERGY SOLAR PRODUCTS, INC.",ACTIVA,search_aprobado
BLUE OCEAN TRADING CO INC,95423-111,"BLUE OCEAN TRADING, CORP.",ACTIVA,search_aprobado
BLUE OCEAN TRADING .,95423-111,"BLUE OCEAN TRADING, CORP.",ACTIVA,search_aprobado
Edwin Cotto Rodríguez,78226-111,"EDWIN RODRIGUEZ & CO., INC.",CANCELADA,search_aprobado
"General Decor Manufacturing, Corp.",67069-111,GENERAL DECOR MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Amgen Manufacfturing Limited,10909-112,"AMGEN MANUFACTURING, LIMITED",FUSIONADA,search_aprobado
ABB WATER METERS,167605-111,"ADVANCE WATER METERS, INC.",CANCELADA,search_aprobado
Tower Acquisition Group LLC /Tower Properties Group LLC,373586-1511,TOWER ACQUISITION GROUP LLC,ACTIVA,search_aprobado
Cardinal Health PR 218 Inc,113060-111,"CARDINAL HEALTH  P.R. 218, INC.",ACTIVA,search_aprobado
LANCO MANUFACTURING CORP ,34297-111,LANCO MANUFACTURING CORPORATION,ACTIVA,search_aprobado
RTO Corporation,374650-111,RTO  CORPORATION,ACTIVA,search_aprobado
International Equipment Logistics,90564-111,"INTERNATIONAL EQUIPMENT LOGISTICS, INC.",ACTIVA,search_aprobado
"INTERNATIONAL EQUIPMENT LOGISTIC, INC",90564-111,"INTERNATIONAL EQUIPMENT LOGISTICS, INC.",ACTIVA,search_aprobado
BELLA EXPORT CORPOR.,143378-1011,BELLA EXPORT CORPORATION,ACTIVA,search_aprobado
Curtis Instruments,7249-112,"CURTIS INSTRUMENTS (PUERTO RICO), INC.",ACTIVA,search_aprobado
Gasco Industrial Inc. ,136389-111,GASCO INDUSTRIAL CORP.,ACTIVA,search_aprobado
Pretensados de Puerto RicoInc.,39356-111,"PRETENSADOS DE P.R., INC.",ACTIVA,search_aprobado
"PRETENSADOS DE PUERTO RICO, INC.",39356-111,"PRETENSADOS DE P.R., INC.",ACTIVA,search_aprobado
Flexo Rico Inc.,52728-111,"FLEXO-RICO, INC.",ACTIVA,search_aprobado
NORTH AMERICA PACKAGING OF P.R. INC.,6925-112,"NORTH AMERICA PACKAGING OF PUERTO RICO, INC",ACTIVA,search_aprobado
"EGEA INC., D/B/A TROPICAL VENDORS",420511-1511,TROPICAL VENDORS LLC,ACTIVA,search_aprobado
Pharmacia & Upjhon Caribe Inc.,87874-111,PHARMACIA & UPJOHN CARIBE INC.,CANCELADA,search_aprobado
Crow Beverage Packaging PR Inc.,151299-111,"CROWN BEVERAGE PACKAGING,  INC.",DISUELTA,search_aprobado
AVNET DE PUERTO RICO INC,5001-112,"AVNET, INC.",CANCELADA,search_aprobado
Mylan LLC,7156-112,"MYLAN, INC.",CONVERSIÓN,search_aprobado
"MEDISEARCH PR, INC.",39150-111,"MEDISEARCH P R, INC.",DISUELTA,search_aprobado
Aureo Incorporado,164379-111,"AUREO, INC.",DISUELTA,search_aprobado
WEAR TECH INC,129442-111,"WEAR - TECH, INC.",CANCELADA,search_aprobado
Soltek Puerto Rico,339173-1511,SOLTEK PUERTO RICO LLC,ACTIVA,search_aprobado
"San Mar Manufacturing, Corp.",122984-111,"SAN MAR MANUFACTURING,CORP.",ACTIVA,search_aprobado
SAFETY KLEEN ENVIRONSYSTEMS COMPANY OF PR,4032-112,"SAFETY-KLEEN ENVIROSYSTEMS COMPANY OF PUERTO RICO, INC.",ACTIVA,search_aprobado
MGM Optical Laboratory Inc.,77278-111,"M. G. M. OPTICAL LABORATORY, INC.",ACTIVA,search_aprobado
"MGM Optical Laboratory, Inc.",77278-111,"M. G. M. OPTICAL LABORATORY, INC.",ACTIVA,search_aprobado
"RPS MEDICAL SERVICES, CORP.",131905-111,RPS MEDICAL SERVICE CORP.,ACTIVA,search_aprobado
Le Natural Inc./Vista Grande,71853-111,"LE-NATURAL, INC.",CANCELADA,search_aprobado
"PR EXHIBITS MANUFACTURIG COMPANY, INC.",182314-1011,PR EXHIBITS MANUFACTURING COMPANY INC.,CANCELADA,search_aprobado
César Castillo Inc.,101493-111,INVERSIONES CESAR CASTILLO INC.,ACTIVA,search_aprobado
"CESAR CASTILLO, INC.",101493-111,INVERSIONES CESAR CASTILLO INC.,ACTIVA,search_aprobado
"PLAZA PROFESSIONAL CENTER , INC.",137320-111,"PLAZA PROFESSIONAL CENTER, INC.",ACTIVA,search_aprobado
OSRAM Sylvana Puerto Rico Corp,82419-111,OSRAM SYLVANIA PUERTO RICO CORP.,DISUELTA,search_aprobado
Internal Business Computer,138088-111,"INTERNATIONAL BUSINESS COMPUTERS, INC.",CANCELADA,search_aprobado
"ADVANCE MED GROUP, INC.",103603-111,"ADVANCED MED GROUP, INC.",CANCELADA,search_aprobado
The Clorox Company of PR,11105-112,CLOROX COMMERCIAL COMPANY,ACTIVA,search_aprobado
Puerto Rico Medical Research Center ,425387-1511,PUERTO RICO MEDICAL RESEARCH CENTER LLC,ACTIVA,search_aprobado
MIGUEL A. ROSA CRESPO / EVA NYDIA NIEVES QUIÑONES,168434-111,MIGUEL ROSA INC.,CANCELADA,search_aprobado
BANTEC (PUERTO RICO) INC,136671-111,"BANTEC, INC. DE PUERTO RICO",CANCELADA,search_aprobado
Altama Delta (PR) Corp,6228-112,ALTAMA DELTA (PUERTO RICO) CORPORATION,CANCELADA,search_aprobado
Metropolitan Marble,13629-111,METROPOLITAN MARBLE CORP.,ACTIVA,search_aprobado
ELECTRICAL DISTRIBUTORS & MANUFACTURING CORP.,70755-111,ELECTRICAL DISTRIBUTORS & MANUFACTURERS CORP.,CANCELADA,search_aprobado
"Puerto Rico Warehousing Management, Corp.",122632-111,PUERTO RICO WAREHOUSING MANAGEMENT CORPORATION,ACTIVA,search_aprobado
"UNIVERSAL CHEMICALS PRODUCTS, INC.",142275-111,"UNIVERSAL CHEMICALS PRODUCTS, CORP.",ACTIVA,search_aprobado
ALBRETO L. COSSIO SOTO,86622-111,"COSSIO, INC.",CANCELADA,search_aprobado
"V'SOSKE, INC.",10252-111,"V' SOSKE, INC.",ACTIVA,search_aprobado
LUTRON S.M INC,145175-111,LUTRON S.M.  INC.,ACTIVA,search_aprobado
PROFESSIONAL RECYCLING & MANUFACTURING CORP,159062-111,PROFESSIONAL RECYCLING & MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Puerto Rico Apparel Manufacturing PRAMACORP,2813-121,"APPAREL MANUFACTURERS ASSOCIATION OF PUERTO RICO, INC.",CANCELADA,search_aprobado
Mova Pharmaceutical Corporation,66728-111,MOVA CORPORATION,CANCELADA,search_aprobado
"Giomas Importadores América, LLC",826-1531,"GOMAS IMPORTADORES AMERICA, L.L.C.",CANCELADA,search_aprobado
"Criolite, Corp.",316020-111,"CRIOLITE , CORP.",ACTIVA,search_aprobado
"Axon Puerto Rico, Inc / CSC PUERTO RICO LLC",179884-111,"CSC PUERTO RICO, LLC",ACTIVA,search_aprobado
RAMON BENIGNO RODRIGUEZ ROSADO,177482-111,"RODRIGUEZ ROSADO, INC.",CANCELADA,search_aprobado
OPTI MANUFACTURING,75666-111,OPTI MANUFACTURING CORPORATION,ACTIVA,search_aprobado
Pac Tech Inc.,133304-111,"PAC-TECH INTERNATIONAL, INC.",ACTIVA,search_aprobado
"FELICIANO ALUMINUM WORKS, INC.",107338-111,INDUSTRIAS FELICIANO ALUMINUM INC,ACTIVA,search_aprobado
Caribbean Assurance Services,112499-111,"CARIBBEAN ASSURANCE SERVICES, INC.",CANCELADA,search_aprobado
Miguel A Cedeño Rodríguez y Edelica Ríos,437795-111,CEDEÑO & RODRIGUEZ CORP.,CANCELADA,search_aprobado
AMN BUSINESS FORMS ,65920-111,"BEST BUSINESS FORMS, INC.",CANCELADA,search_aprobado
Santos J Hernández Avilés d/b/a La Villa Metal,304574-111,"LA VILLA METAL, INC.",ACTIVA,search_aprobado
CAROLINA CATERING CORP d/b/a Sky Caterers,77098-111,CAROLINA CATERING CORP.,ACTIVA,search_aprobado
"Nagnoi, Inc.",125049-111,"NAGNOI 2002, INC.",ACTIVA,search_aprobado
"CARIBBEAN BOTTLING, CORP.",38398-111,"CARIBBEAN BOTTLES, INC.",CANCELADA,search_aprobado
Ceva Logistic PR Inc.,117626-111,"CEVA LOGISTICS PUERTO RICO, INC.",ACTIVA,search_aprobado
Atlantic Pipe Corp,70064-111,ATLANTIC PIPE CORPORATION,ACTIVA,search_aprobado
Al Euro Corp,133091-111,AL-EURO CORP.,FUSIONADA,search_aprobado
PRODUCTOS DE CANTERA,54750-111,"PRODUCTOS DE CANTERA, LLC",ACTIVA,search_aprobado
WESTERN AVIATION SERVICES CORP,36793-111,WESTERN AVIATION SERVICE CORPORATION,ACTIVA,search_aprobado
EURO CARIBE PACKAGING COMPANY INC ,32238-111,"EURO-CARIBE PACKING COMPANY, INC.",ACTIVA,search_aprobado
Novartis SEES Inc,9816-112,NOVARTIS LTD.,CANCELADA,search_aprobado
"Draft FCB PR Inc,",392108-111,FCB INC.,CANCELADA,search_aprobado
Alberto Haber Flores d/b/a Aceres Machine Shop,127273-111,"ACERE, INC.",CANCELADA,search_aprobado
"MICROBIOLOGICAL MEDIA MFG., CO.",160030-111,"MICROBIOLOGICAL MEDIA MANUFACTURING COMPANY, INC.",CANCELADA,search_aprobado
